rank,feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,max_activation,position,position_percent,token_text,context,encoder_base_contribution,encoder_finetuned_contribution
7,13397,bigcodebench,BigCodeBench/736,736,deepseek_base,197,same_text__bigcodebench__task_0736__gen_00__BigCodeBench_736.npz,True,improvement,38.22441864013672,148,75.1269035532995,task,"3], [4, 5, 6]]\n        expected_output = 1\n        self.assertEqual(task_func(L), expected_output)\n        \n        # Test case 2\n        L = [[1",19.85090446472168,18.385290145874023
8,13397,bigcodebench,BigCodeBench/490,490,deepseek_base,346,same_text__bigcodebench__task_0490__gen_00__BigCodeBench_490.npz,True,improvement,38.1967658996582,180,52.02312138728324, task,"0</age></person>'\n        file_path = 'temp.json'\n        result = task_func(xml_string, file_path)\n        self.assertIsInstance(result, dict)\n",17.4698543548584,20.73866081237793
9,13397,bigcodebench,BigCodeBench/1113,1113,deepseek_base,273,same_text__bigcodebench__task_1113__gen_00__BigCodeBench_1113.npz,True,both_fail,38.119407653808594,217,79.48717948717949, task,func function with a sample CSV file\n        csv_file = 'sample.csv'\n        counts = task_func.task_func(csv_file)\n        expected_counts = {'EMP$$00,18.469970703125,19.661184310913086
10,13397,bigcodebench,BigCodeBench/737,737,deepseek_base,302,same_text__bigcodebench__task_0737__gen_00__BigCodeBench_737.npz,True,both_fail,37.86812973022461,243,80.4635761589404,task,"4, 5, 6]]\n        expected_median = 3.5\n        self.assertEqual(task_func(L), expected_median)\n        \n        # Test case 2\n        L = [[",19.45684814453125,18.423049926757812
11,13397,bigcodebench,BigCodeBench/215,215,deepseek_base,499,same_text__bigcodebench__task_0215__gen_00__BigCodeBench_215.npz,True,both_fail,37.76881408691406,357,71.54308617234469, task,"example.com/data'\n        parameters = {'param1': 'value1'}\n        df, ax = task_func(url, parameters)\n        self.assertIsInstance(df, pd.DataFrame)\n",18.353103637695312,19.42747688293457
12,13397,bigcodebench,BigCodeBench/294,294,deepseek_base,503,same_text__bigcodebench__task_0294__gen_00__BigCodeBench_294.npz,True,both_fail,37.7197151184082,399,79.32405566600397, task,", 90000, 100000]})\n        df_standardized = task_func(df)\n        self.assertFalse(df_standardized.iloc[0]['age",17.558584213256836,20.172931671142578
13,13397,bigcodebench,BigCodeBench/832,832,deepseek_base,503,same_text__bigcodebench__task_0832__gen_00__BigCodeBench_832.npz,True,both_fail,37.40690612792969,271,53.87673956262425, task,"\n\n        with patch('builtins.open', mock_open()) as mock_file:\n            result = task_func(filename, data)\n            self.assertEqual(result, expected_result)\n\n            # Check",18.557415008544922,18.861242294311523
14,13397,bigcodebench,BigCodeBench/178,178,deepseek_base,365,same_text__bigcodebench__task_0178__gen_00__BigCodeBench_178.npz,True,improvement,37.405792236328125,223,61.0958904109589,task,"        expected_ip = '192.168.1.1'\n        self.assertEqual(task_func(ip_address), expected_ip)\n\n    def test_invalid_ip_address(self",19.555156707763672,17.862388610839844
15,13397,bigcodebench,BigCodeBench/2,2,deepseek_base,284,same_text__bigcodebench__task_0002__gen_00__BigCodeBench_2.npz,True,improvement,37.343692779541016,220,77.46478873239437, task,"func(self):\n        LETTERS = ['a', 'b', 'c']\n        sorted_dict = task_func(LETTERS)\n        self.assertEqual(list(sorted_dict.keys()), LETTERS",18.63120460510254,18.724241256713867
16,13397,bigcodebench,BigCodeBench/801,801,deepseek_base,388,same_text__bigcodebench__task_0801__gen_00__BigCodeBench_801.npz,True,both_fail,37.221214294433594,267,68.81443298969072, task, test_task_func(self):\n        # Test with a valid csv file\n        common_values = task_func.task_func('sample.csv')\n        expected_values = {'Name': 'Simon Vel,18.22710418701172,19.005859375
17,13397,bigcodebench,BigCodeBench/761,761,deepseek_base,341,same_text__bigcodebench__task_0761__gen_00__BigCodeBench_761.npz,True,both_fail,37.104820251464844,290,85.04398826979472, task,"_value_counts = {'John': 1, 'None': 1}\n        \n        result = task_func(json_str)\n        \n        self.assertEqual(result['data'], expected_data)\n",20.454866409301758,16.661685943603516
18,13397,bigcodebench,BigCodeBench/270,270,deepseek_base,173,same_text__bigcodebench__task_0270__gen_00__BigCodeBench_270.npz,True,improvement,37.06478500366211,125,72.25433526011561,task,"apple': 2, 'banana': 1, 'orange': 3}\n        self.assertEqual(task_func(sentence), expected_result)\n\n        # Test case 2\n        sentence = ""hello",18.031457901000977,19.04507827758789
19,13397,bigcodebench,BigCodeBench/364,364,deepseek_base,486,same_text__bigcodebench__task_0364__gen_00__BigCodeBench_364.npz,True,improvement,37.03034973144531,448,92.18106995884774, task,"4, 5]\n        })\n\n    def test_task_func(self):\n        model = task_func(self.df)\n        self.assertIsNotNone(model)\n        self.assertEqual(",20.209644317626953,16.83247947692871
20,13397,bigcodebench,BigCodeBench/211,211,deepseek_base,513,same_text__bigcodebench__task_0211__gen_00__BigCodeBench_211.npz,True,both_fail,37.0135383605957,490,95.51656920077973, task,"ref.write(""temp.zip"")\n\n        # Test the task_func function\n        extracted_files = task_func(""temp.zip"", self.temp_dir)\n\n        # Check that the extracted\n",18.338193893432617,18.687061309814453
21,13397,bigcodebench,BigCodeBench/567,567,deepseek_base,502,same_text__bigcodebench__task_0567__gen_00__BigCodeBench_567.npz,True,both_fail,36.63084411621094,294,58.56573705179283, task,"-2-3-4-5-6-7-8-9-10'\n        ax = task_func(data)\n        self.assertIsInstance(ax, plt.Axes)\n        self",16.997989654541016,19.644596099853516
22,13397,bigcodebench,BigCodeBench/625,625,deepseek_base,453,same_text__bigcodebench__task_0625__gen_00__BigCodeBench_625.npz,True,improvement,36.60466766357422,283,62.47240618101545, task," ['New York', 'London', 'Beijing', 'Tokyo', 'Sydney']\n        df = task_func(cities)\n        self.assertIsInstance(df, pd.DataFrame)\n\n",16.570144653320312,20.0462646484375
23,13397,bigcodebench,BigCodeBench/744,744,deepseek_base,483,same_text__bigcodebench__task_0744__gen_00__BigCodeBench_744.npz,True,both_fail,36.496646881103516,345,71.42857142857143, task,"$hij'],\n                                        'Frequency': [3, 1, 3]})\n        output = task_func(text)\n        pd.testing.assert_frame_equal(output, expected_output)",17.358346939086914,19.15004539489746
24,13397,bigcodebench,BigCodeBench/1106,1106,deepseek_base,314,same_text__bigcodebench__task_1106__gen_00__BigCodeBench_1106.npz,True,both_fail,36.478736877441406,200,63.69426751592356, task,"_path, 'w') as f:\n            f.write('Test file')\n        creation_time = task_func(file_path)\n        self.assertIsInstance(creation_time, str)\n       ",18.140857696533203,18.349586486816406
25,13397,bigcodebench,BigCodeBench/230,230,deepseek_base,429,same_text__bigcodebench__task_0230__gen_00__BigCodeBench_230.npz,True,both_fail,36.2981071472168,331,77.15617715617715, task," 50, 'Country': 'Australia', 'Score': 80}])\n        fig = task_func(data)\n        axes = fig.get_axes()\n        self.assertEqual(ax",17.796924591064453,18.512916564941406
26,13397,bigcodebench,BigCodeBench/557,557,deepseek_base,508,same_text__bigcodebench__task_0557__gen_00__BigCodeBench_557.npz,True,both_fail,36.29706573486328,363,71.45669291338582, task,"apple', 'apples', 'ape', 'app', 'april']\n        avg_scores = task_func(s_list)\n        expect = [0.7522727272",17.878368377685547,18.43039894104004
27,13397,bigcodebench,BigCodeBench/204,204,deepseek_base,495,same_text__bigcodebench__task_0204__gen_00__BigCodeBench_204.npz,True,improvement,36.18760299682617,280,56.56565656565657, task,"3, 4, 5, 6, 7, 8, 9]\n        stats = task_func(L)\n        self.assertAlmostEqual(stats[""mean""], 5.0)\n",17.763355255126953,18.43602180480957
28,13397,bigcodebench,BigCodeBench/88,88,deepseek_base,495,same_text__bigcodebench__task_0088__gen_00__BigCodeBench_88.npz,True,improvement,36.035770416259766,311,62.82828282828283, task,"_date = datetime(2021, 12, 31)\n        data, plot = task_func(start_date, end_date)\n        self.assertIsInstance(data, pd.",19.570938110351562,16.476533889770508
29,13397,bigcodebench,BigCodeBench/845,845,deepseek_base,495,same_text__bigcodebench__task_0845__gen_00__BigCodeBench_845.npz,True,improvement,35.9693489074707,350,70.70707070707071, task,"\n        text2 = ""Hello World""\n        cosine_similarity, levenshtein_ratio = task_func(text1, text2)\n        self.assertAlmostEqual(cosine_similarity,",18.885265350341797,17.0958194732666
30,13397,bigcodebench,BigCodeBench/1076,1076,deepseek_base,512,same_text__bigcodebench__task_1076__gen_00__BigCodeBench_1076.npz,True,both_fail,35.929039001464844,508,99.21875, task,7:34:56.000000']\n        })\n        result_df = task_func\n,17.513458251953125,18.427352905273438
31,13397,bigcodebench,BigCodeBench/97,97,deepseek_base,511,same_text__bigcodebench__task_0097__gen_00__BigCodeBench_97.npz,True,improvement,35.880218505859375,237,46.37964774951077, task," 13, 17, 19, 23, 29]\n        result = task_func(numbers)\n        self.assertAlmostEqual(result, 210.40",17.330238342285156,18.56172752380371
32,13397,bigcodebench,BigCodeBench/368,368,deepseek_base,484,same_text__bigcodebench__task_0368__gen_00__BigCodeBench_368.npz,True,both_fail,35.86594009399414,333,68.80165289256199, task,"w"").close()\n\n        # Call the task_func function with a specific seed\n        file_name = task_func(self.src_dir, self.dest_dir, seed=1)\n\n        # Check",18.095985412597656,17.781658172607422
33,13397,bigcodebench,BigCodeBench/1,1,deepseek_base,359,same_text__bigcodebench__task_0001__gen_00__BigCodeBench_1.npz,True,improvement,35.84218978881836,351,97.7715877437326, task," def test_task_func_length_10(self, mock_random_choice):\n        result = task_func(10)\n",17.948810577392578,17.905147552490234
34,13397,bigcodebench,BigCodeBench/561,561,deepseek_base,469,same_text__bigcodebench__task_0561__gen_00__BigCodeBench_561.npz,True,improvement,35.647708892822266,328,69.9360341151386,task,"22-03-01 07:00:00'\n        self.assertEqual(task_func(date_str, from_tz, to_tz), expected_result)\n\n        # Test",18.17795753479004,17.481517791748047
35,13397,bigcodebench,BigCodeBench/706,706,deepseek_base,407,same_text__bigcodebench__task_0706__gen_00__BigCodeBench_706.npz,True,improvement,35.636234283447266,324,79.6068796068796, task," ['A', 'B', 'C', 'target']\n        \n        # Call the function\n        accuracy = task_func(data, columns, 'target')\n        \n        # Check that the accuracy is a float\n       ",19.723562240600586,15.924416542053223
36,13397,bigcodebench,BigCodeBench/925,925,deepseek_base,496,same_text__bigcodebench__task_0925__gen_00__BigCodeBench_925.npz,True,both_fail,35.628578186035156,171,34.475806451612904, task,"TaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        df = task_func(data_size=1000, column_names=['A', 'B', 'C",18.203643798828125,17.4366455078125
37,13397,bigcodebench,BigCodeBench/783,783,deepseek_base,403,same_text__bigcodebench__task_0783__gen_00__BigCodeBench_783.npz,True,improvement,35.53337860107422,324,80.3970223325062, task,".dest_dir)\n\n    def test_task_func(self):\n        files_moved = task_func(self.src_dir, self.dest_dir, self.extension)\n        self.assertEqual",17.486019134521484,18.059097290039062
38,13397,bigcodebench,BigCodeBench/1097,1097,deepseek_base,253,same_text__bigcodebench__task_1097__gen_00__BigCodeBench_1097.npz,True,improvement,35.513458251953125,207,81.81818181818181,task," love to eat apples.'\n        expected_output = 'Visit info love eat apples'\n        self.assertEqual(task_func(text), expected_output)\n\n        # Test case 2: URLs and punctuation are",16.992652893066406,18.532556533813477
39,13397,bigcodebench,BigCodeBench/1132,1132,deepseek_base,309,same_text__bigcodebench__task_1132__gen_00__BigCodeBench_1132.npz,True,both_fail,35.493141174316406,166,53.72168284789644, task,"\n        # Test with default values\n        password = ""password123""\n        hashed_password = task_func(password)\n        self.assertIsInstance(hashed_password, str)\n\n        #",20.311737060546875,15.193156242370605
40,13397,bigcodebench,BigCodeBench/201,201,deepseek_base,513,same_text__bigcodebench__task_0201__gen_00__BigCodeBench_201.npz,True,both_fail,35.450416564941406,378,73.6842105263158, task," test_task_func(self):\n        greater_avg, num_greater_value, ax = task_func(self.df, 'A', 5)\n        self.assertTrue(isinstance(great",19.911808013916016,15.550371170043945
41,13397,bigcodebench,BigCodeBench/931,931,deepseek_base,293,same_text__bigcodebench__task_0931__gen_00__BigCodeBench_931.npz,True,improvement,35.40570068359375,210,71.67235494880546,task,"(unittest.TestCase):\n    def test_task_func(self):\n        self.assertEqual(task_func('abcdef'), {'ab': 1, 'bc': 1, 'cd': 1,",18.687042236328125,16.730405807495117
42,13397,bigcodebench,BigCodeBench/968,968,deepseek_base,386,same_text__bigcodebench__task_0968__gen_00__BigCodeBench_968.npz,True,both_fail,35.38768005371094,260,67.35751295336787, task,"1, 2, 3], 'B': [4, 5, 6]}\n        ax = task_func(data)\n        self.assertIsInstance(ax, sns.axes.Axes)",14.947443008422852,20.451974868774414
43,13397,bigcodebench,BigCodeBench/606,606,deepseek_base,228,same_text__bigcodebench__task_0606__gen_00__BigCodeBench_606.npz,True,both_fail,35.203102111816406,160,70.17543859649123, task,"4, 5, 6], [7, 8, 9]])\n        normalized_df = task_func(matrix)\n        self.assertIsInstance(normalized_df, pd.DataFrame)",18.15561294555664,17.059253692626953
44,13397,bigcodebench,BigCodeBench/705,705,deepseek_base,382,same_text__bigcodebench__task_0705__gen_00__BigCodeBench_705.npz,True,both_fail,35.073524475097656,245,64.13612565445027,task," def test_task_func(self):\n        # Test with a normal distribution\n        self.assertTrue(task_func(self.df, 'Value', 0.05))\n\n        # Test with a non",17.63917350769043,17.446096420288086
45,13397,bigcodebench,BigCodeBench/427,427,deepseek_base,502,same_text__bigcodebench__task_0427__gen_00__BigCodeBench_427.npz,True,both_fail,35.06573486328125,487,97.01195219123505, task,"7, 8.9]})\n\n    def test_task_func(self):\n        result = task_func(self.df1, self.df2)\n",18.83970832824707,16.237791061401367
46,13397,bigcodebench,BigCodeBench/743,743,deepseek_base,470,same_text__bigcodebench__task_0743__gen_00__BigCodeBench_743.npz,True,improvement,35.040191650390625,368,78.29787234042553, task,"should_test': True}, f)\n\n    def test_task_func(self):\n        stats = task_func(self.test_dir)\n        for prefix in self.test_prefixes:\n            self",17.224246978759766,17.827688217163086
47,13397,bigcodebench,BigCodeBench/154,154,deepseek_base,511,same_text__bigcodebench__task_0154__gen_00__BigCodeBench_154.npz,True,both_fail,34.961212158203125,440,86.10567514677103, task,"            f.write('Test file 3')\n\n        # Test the task_func function\n        result = task_func(self.temp_dir, '*.txt', '.txt')\n        self.assertEqual(result,",17.383604049682617,17.58932876586914
48,13397,bigcodebench,BigCodeBench/104,104,deepseek_base,512,same_text__bigcodebench__task_0104__gen_00__BigCodeBench_104.npz,True,both_fail,34.941368103027344,459,89.6484375, task,", 56],\n        })\n\n    def test_task_func(self):\n        ax = task_func(self.df)\n        self.assertIsInstance(ax, plt.Axes)\n",16.493453979492188,18.45963478088379
49,13397,bigcodebench,BigCodeBench/1131,1131,deepseek_base,508,same_text__bigcodebench__task_1131__gen_00__BigCodeBench_1131.npz,True,both_fail,34.92807388305664,442,87.00787401574803, task,"    def test_task_func(self):\n        salt = 'mysalt'\n        num_updated = task_func.task_func(salt, self.cursor)\n        self.assertEqual(num_updated,",17.840900421142578,17.098926544189453
50,13397,bigcodebench,BigCodeBench/66,66,deepseek_base,503,same_text__bigcodebench__task_0066__gen_00__BigCodeBench_66.npz,True,both_fail,34.88340759277344,474,94.23459244532803, task,"')\n        expected_plot.set(xlabel='col3')\n        analyzed_df, plot = task_func(data)\n        pd.testing.assert_frame_equal(analyzed_df, expected",18.18397331237793,16.71116828918457
51,13397,bigcodebench,BigCodeBench/367,367,deepseek_base,499,same_text__bigcodebench__task_0367__gen_00__BigCodeBench_367.npz,True,both_fail,34.879329681396484,401,80.36072144288578, task,", 25), datetime(2023, 10, 26)]\n        ax = task_func(activities)\n        self.assertIsNotNone(ax)\n\n    def test_task",16.11920928955078,18.771881103515625
52,13397,bigcodebench,BigCodeBench/548,548,deepseek_base,241,same_text__bigcodebench__task_0548__gen_00__BigCodeBench_548.npz,True,improvement,34.75688934326172,150,62.24066390041494, task,"    def test_task_func(self):\n        random.seed(1)\n        compressed_string = task_func(50)\n        self.assertEqual(compressed_string, 'eJxzNTH",18.506717681884766,16.261920928955078
53,13397,bigcodebench,BigCodeBench/849,849,deepseek_base,237,same_text__bigcodebench__task_0849__gen_00__BigCodeBench_849.npz,True,both_fail,34.63585662841797,224,94.51476793248945,task,"follows': 1, 'b': 1, 'bye': 1}\n        self.assertEqual(task_func(input_string), expected_output)\n",19.072723388671875,15.574872970581055
54,13397,bigcodebench,BigCodeBench/311,311,deepseek_base,475,same_text__bigcodebench__task_0311__gen_00__BigCodeBench_311.npz,True,both_fail,34.57241439819336,295,62.10526315789474, task," function returns the correct statistics for an empty list\n        list_of_lists = [[]]\n        result = task_func(list_of_lists)\n        self.assertAlmostEqual(result['mean'], 0",15.35606575012207,19.22808837890625
55,13397,bigcodebench,BigCodeBench/170,170,deepseek_base,472,same_text__bigcodebench__task_0170__gen_00__BigCodeBench_170.npz,True,both_fail,34.50848388671875,319,67.58474576271186, task," expected_df = expected_df.sort_values(by=""title"")\n\n        result_df = task_func(csv_url)\n\n        pd.testing.assert_frame_equal(result_df",16.591604232788086,17.928678512573242
56,13397,bigcodebench,BigCodeBench/683,683,deepseek_base,200,same_text__bigcodebench__task_0683__gen_00__BigCodeBench_683.npz,True,both_fail,34.500511169433594,143,71.5, task,"        self.key = 'ele'\n\n    def test_task_func(self):\n        data = task_func(self.yaml_path, self.key)\n        self.assertIsInstance(data,",16.181623458862305,18.330631256103516
57,13397,bigcodebench,BigCodeBench/18,18,deepseek_base,499,same_text__bigcodebench__task_0018__gen_00__BigCodeBench_18.npz,True,improvement,34.47686004638672,484,96.99398797595191, task,func(self):\n        # Test that the function returns a list of split file paths\n        split_files = task_func.task_func(self.csv_file)\n,15.26824951171875,19.220317840576172
58,13397,bigcodebench,BigCodeBench/920,920,deepseek_base,225,same_text__bigcodebench__task_0920__gen_00__BigCodeBench_920.npz,True,both_fail,34.43363952636719,185,82.22222222222223, task,"4, 5, 6], 'c': [7, 8, 9]}\n        ax = task_func(data)\n        self.assertIsInstance(ax, plt.Axes)\n        self",17.820707321166992,16.624671936035156
59,13397,bigcodebench,BigCodeBench/798,798,deepseek_base,502,same_text__bigcodebench__task_0798__gen_00__BigCodeBench_798.npz,True,both_fail,34.39527130126953,443,88.24701195219123, task,"ename(self.test_dir))\n        os.makedirs(backup_dir)\n        result = task_func(self.test_dir)\n        self.assertEqual(result, self.test_dir)\n",16.39845848083496,18.008562088012695
60,13397,bigcodebench,BigCodeBench/506,506,deepseek_base,502,same_text__bigcodebench__task_0506__gen_00__BigCodeBench_506.npz,True,both_fail,34.332576751708984,321,63.94422310756972, task," 1, 3), -2, 83, 15, 0]]\n        result = task_func('Temperature', data)\n        self.assertEqual(result['sum'], -7)\n        self",18.025922775268555,16.31835174560547
1,15916,bigcodebench,BigCodeBench/1109,1109,deepseek_base,263,same_text__bigcodebench__task_1109__gen_00__BigCodeBench_1109.npz,True,improvement,62.90568542480469,47,17.870722433460077,/, in file:\n            tokens.extend(word_tokenize(line))\n        return tokens\n\n#tests/test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(un,30.774967193603516,32.13508605957031
2,15916,bigcodebench,BigCodeBench/943,943,deepseek_base,325,same_text__bigcodebench__task_0943__gen_00__BigCodeBench_943.npz,True,both_fail,62.805538177490234,171,52.61538461538461,/,"rend, 'seasonal': decomposition.seasonal, 'residual': decomposition.resid}\n\n#tests/test_task.py\nimport unittest\nimport pandas as pd\nfrom task import task_func",30.64280128479004,32.16712188720703
3,15916,bigcodebench,BigCodeBench/910,910,deepseek_base,507,same_text__bigcodebench__task_0910__gen_00__BigCodeBench_910.npz,True,improvement,62.379276275634766,291,57.396449704142015,/,\n    ax.set_title('Frequency of Letters')\n    \n    return ax\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nimport matplotlib.,30.233570098876953,32.15011215209961
4,15916,bigcodebench,BigCodeBench/114,114,deepseek_base,418,same_text__bigcodebench__task_0114__gen_00__BigCodeBench_114.npz,True,both_fail,62.32003402709961,128,30.62200956937799,/,['normalized_array'] = normalized_array.flatten()\n    return my_dict\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import,30.582048416137695,31.742345809936523
5,15916,bigcodebench,BigCodeBench/332,332,deepseek_base,262,same_text__bigcodebench__task_0332__gen_00__BigCodeBench_332.npz,True,both_fail,62.190792083740234,115,43.89312977099237,/,\n    # Return the word counts as a dictionary\n    return dict(word_counts)\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\n\n,30.30924415588379,31.885936737060547
6,15916,bigcodebench,BigCodeBench/118,118,deepseek_base,491,same_text__bigcodebench__task_0118__gen_00__BigCodeBench_118.npz,True,both_fail,62.11311721801758,191,38.90020366598778,/,st)\n        copied_files.append(dst)\n\n    return copied_files\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport unittest\nfrom task_func,30.543325424194336,31.57417869567871
7,15916,bigcodebench,BigCodeBench/931,931,deepseek_base,293,same_text__bigcodebench__task_0931__gen_00__BigCodeBench_931.npz,True,improvement,62.110755920410156,158,53.924914675767916,/,word[i:i+2]] += 1\n\n    return two_letter_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass,30.42858123779297,31.68655014038086
8,15916,bigcodebench,BigCodeBench/721,721,deepseek_base,505,same_text__bigcodebench__task_0721__gen_00__BigCodeBench_721.npz,True,both_fail,62.09346389770508,120,23.762376237623762,/,".most_common(1)[0]\n\n    return most_common_word, frequency\n\n#tests/test_task_func.py\nimport os\nimport csv\nimport tempfile\nimport unittest\n",30.434326171875,31.663555145263672
9,15916,bigcodebench,BigCodeBench/172,172,deepseek_base,301,same_text__bigcodebench__task_0172__gen_00__BigCodeBench_172.npz,True,improvement,62.05659103393555,144,47.840531561461795,/,datetime.weekday() >= 5:\n        return True\n    else:\n        return False\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass,30.21628189086914,31.844675064086914
10,15916,bigcodebench,BigCodeBench/949,949,deepseek_base,76,same_text__bigcodebench__task_0949__gen_00__BigCodeBench_949.npz,True,improvement,62.035560607910156,51,67.10526315789474,/,"rows, columns)\n    df = pd.DataFrame(matrix)\n    return df\n\n#tests/test_task.py\nimport pytest\nimport pandas as pd\nfrom task import task_func\n",30.247966766357422,31.791996002197266
11,15916,bigcodebench,BigCodeBench/761,761,deepseek_base,341,same_text__bigcodebench__task_0761__gen_00__BigCodeBench_761.npz,True,both_fail,61.920894622802734,166,48.68035190615836,/,"    \n    return {""data"": data, ""value_counts"": value_counts}\n\n#tests/test_task_func.py\nimport unittest\nimport json\nfrom task_func import task_func",30.262874603271484,31.662382125854492
12,15916,bigcodebench,BigCodeBench/841,841,deepseek_base,229,same_text__bigcodebench__task_0841__gen_00__BigCodeBench_841.npz,True,improvement,61.912330627441406,108,47.161572052401745,/,"s)\n    except (json.JSONDecodeError, KeyError):\n        return {}\n\n#tests/test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(un",30.366474151611328,31.55025291442871
13,15916,bigcodebench,BigCodeBench/706,706,deepseek_base,407,same_text__bigcodebench__task_0706__gen_00__BigCodeBench_706.npz,True,improvement,61.90213394165039,198,48.648648648648646,/," accuracy = accuracy_score(y_test, y_pred)\n    \n    return accuracy\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import",30.138181686401367,31.768409729003906
14,15916,bigcodebench,BigCodeBench/845,845,deepseek_base,495,same_text__bigcodebench__task_0845__gen_00__BigCodeBench_845.npz,True,improvement,61.899715423583984,269,54.343434343434346,/,", text2)\n\n    return cosine_similarity, levenshtein_ratio\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass",30.029916763305664,31.874168395996094
15,15916,bigcodebench,BigCodeBench/508,508,deepseek_base,512,same_text__bigcodebench__task_0508__gen_00__BigCodeBench_508.npz,True,improvement,61.894737243652344,156,30.46875,/,est()\n\n    # Compare the MD5 hashes\n    return hash1 == hash2\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport tempfile\nimport shutil\n,30.425548553466797,31.473587036132812
16,15916,bigcodebench,BigCodeBench/920,920,deepseek_base,225,same_text__bigcodebench__task_0920__gen_00__BigCodeBench_920.npz,True,both_fail,61.89426040649414,69,30.666666666666668,/,\n    plt.title('Correlation Matrix')\n    return plt.gca()\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nimport seaborn,30.382137298583984,31.516551971435547
17,15916,bigcodebench,BigCodeBench/874,874,deepseek_base,227,same_text__bigcodebench__task_0874__gen_00__BigCodeBench_874.npz,True,improvement,61.892478942871094,79,34.801762114537446,/," a, b in zip_longest(points[:-1], points[1:])]\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass",30.396831512451172,31.50005531311035
18,15916,bigcodebench,BigCodeBench/909,909,deepseek_base,326,same_text__bigcodebench__task_0909__gen_00__BigCodeBench_909.npz,True,improvement,61.87480163574219,46,14.110429447852761,/,"product(letters, categories)), columns=['Letter', 'Category'])\n    return df\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func",30.415016174316406,31.46414566040039
19,15916,bigcodebench,BigCodeBench/1004,1004,deepseek_base,190,same_text__bigcodebench__task_1004__gen_00__BigCodeBench_1004.npz,True,both_fail,61.8715705871582,151,79.47368421052632,/," = plt.bar(words, counts)\n\n    return word_freq, ax\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\nfrom collections import",30.432083129882812,31.443876266479492
20,15916,bigcodebench,BigCodeBench/270,270,deepseek_base,173,same_text__bigcodebench__task_0270__gen_00__BigCodeBench_270.npz,True,improvement,61.834800720214844,28,16.184971098265898,/,".findall(r'\w+', sentence)\n    return dict(Counter(words))\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass",30.338321685791016,31.500890731811523
21,15916,bigcodebench,BigCodeBench/1,1,deepseek_base,359,same_text__bigcodebench__task_0001__gen_00__BigCodeBench_1.npz,True,improvement,61.83313751220703,112,31.197771587743734,/,_counts = collections.Counter(random_string)\n\n    return char_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom unittest.mock import patch\nfrom task,30.381114959716797,31.456424713134766
22,15916,bigcodebench,BigCodeBench/849,849,deepseek_base,237,same_text__bigcodebench__task_0849__gen_00__BigCodeBench_849.npz,True,both_fail,61.80855941772461,118,49.78902953586498,/,]\n        word_counts.update(words)\n\n    return word_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass,30.143543243408203,31.669401168823242
23,15916,bigcodebench,BigCodeBench/806,806,deepseek_base,249,same_text__bigcodebench__task_0806__gen_00__BigCodeBench_806.npz,True,both_fail,61.79231643676758,92,36.94779116465863,/,"nltk.ngrams(text.split(), n))\n    return ngrams\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass",30.096908569335938,31.699827194213867
24,15916,bigcodebench,BigCodeBench/26,26,deepseek_base,292,same_text__bigcodebench__task_0026__gen_00__BigCodeBench_26.npz,True,improvement,61.783470153808594,144,49.31506849315068,/,b64encode(encrypted_message)\n\n    return encrypted_message.decode()\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass,30.329444885253906,31.45844268798828
25,15916,bigcodebench,BigCodeBench/490,490,deepseek_base,346,same_text__bigcodebench__task_0490__gen_00__BigCodeBench_490.npz,True,improvement,61.78340148925781,67,19.36416184971098,/,"w') as f:\n        json.dump(data, f)\n\n    return data\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport json\nimport xmltodict",30.4257755279541,31.36201286315918
26,15916,bigcodebench,BigCodeBench/433,433,deepseek_base,169,same_text__bigcodebench__task_0433__gen_00__BigCodeBench_433.npz,True,both_fail,61.77378463745117,147,86.98224852071006,/," the provided signature\n    return hmac.compare_digest(hash_hex, signature)\n\n#tests/test_task_1.py\nimport pytest\nfrom task_1 import task_func\n",30.668012619018555,31.110172271728516
